file,benchmark,testrun,energy,totaltime,current,voltage,teststarttime,testendtime
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__1.csv,10000,1,27.98301669922565,15.730000000000004,0.4250992854450004,4.184807005695792,49.2019999999975,64.9319999999975
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__2.csv,10000,2,25.372908446953208,13.760000000000003,0.4406517730727211,4.184622603089029,47.61100000000442,61.37100000000443
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__3.csv,10000,3,24.98915456241481,13.259999999999998,0.4503683527080967,4.184467258396057,28.74500000000262,42.00500000000262
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__4.csv,10000,4,26.359724718603385,13.049999999999995,0.4826993519302004,4.184597035837121,31.32300000000396,44.37300000000396
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__5.csv,10000,5,24.577473363907814,13.15,0.4466606747893597,4.184405493425563,29.161999999996624,42.31199999999662
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__6.csv,10000,6,25.135887405632594,13.170000000000002,0.4561336608219675,4.184237474507656,44.661999999996624,57.83199999999663
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__7.csv,10000,7,24.860403244452865,12.96,0.4584271488103471,4.184396574378951,28.906999999999243,41.86699999999925
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__8.csv,10000,8,24.66306785923888,12.890000000000008,0.4572342785074563,4.184613953271464,28.55200000000332,41.442000000003326
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000__10.csv,10000,10,25.52205959828045,13.250000000000009,0.4603262783862246,4.184408467796815,36.26100000000588,49.511000000005886
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__1.csv,100000,1,244.30917047988217,122.65,0.4760495195214186,4.184273707097527,44.30500000000029,166.9550000000003
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__2.csv,100000,2,244.123626054234,122.18,0.4775062378840976,4.184375416491763,33.02400000000489,155.2040000000049
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__3.csv,100000,3,253.28596109923708,123.06,0.4918993521223596,4.184253205201257,32.39899999999761,155.45899999999762
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__4.csv,100000,4,246.3254879681765,123.24,0.4776617275341598,4.184438768575976,40.41700000000128,163.6570000000013
